id,kingdom,phylum,class,order,family,genus,species,n_train_samples,n_val_samples
08138,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,alnobetula,50,10
04755,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,50,10
02995,Animalia,Chordata,Amphibia,Anura,Hylidae,Osteopilus,septentrionalis,50,10
00427,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Microstylum,morosum,50,10
02615,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Leptysma,marginicollis,50,10
09009,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Rhexia,virginica,50,10
02733,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,argus,50,10
09271,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,occidentalis,50,10
06909,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Oncosiphon,pilulifer,50,10
01664,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Nedra,ramosula,50,10
08318,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Loganiaceae,Spigelia,marilandica,50,10
07283,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,spinosa,50,10
08717,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,nigrum,50,10
09290,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,occidentalis,50,10
06313,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,multiflora,50,10
02937,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,meleagris,50,10
07379,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Ferocactus,latispinus,50,10
04197,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Gracupica,nigricollis,50,10
08358,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Paederia,foetida,50,10
08891,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,glabella,50,10
06707,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,heterophyllum,50,10
09768,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Fagonia,laevis,50,10
00702,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,terrestris,50,10
03075,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,nigriventris,50,10
08113,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,cracca,50,10
00452,Animalia,Arthropoda,Insecta,Diptera,Mydidae,Mydas,clavatus,50,10
04537,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,papua,50,10
07559,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,paronychia,50,10
02825,Animalia,Chordata,Actinopterygii,Perciformes,Girellidae,Girella,zebra,50,10
06621,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctotheca,calendula,50,10
04144,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,collybita,50,10
07450,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,dioica,50,10
02127,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Hypsopygia,costalis,50,10
04173,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,goiavier,50,10
07999,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,arcticus,50,10
02313,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna,palmata,50,10
05257,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,californica,50,10
09992,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Thelypteris,palustris,50,10
04959,Animalia,Chordata,Reptilia,Squamata,Colubridae,Salvadora,hexalepis,50,10
07724,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Elliottia,pyroliflora,50,10
07303,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Disphyma,australe,50,10
05131,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,caretta,50,10
05084,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,scincoides,50,10
00248,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rhagium,inquisitor,50,10
03361,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,50,10
02204,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossum,stellatarum,50,10
07516,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Plumbago,zeylanica,50,10
05021,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,muralis,50,10
07270,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rapistrum,rugosum,50,10
06733,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,capillaris,50,10
02101,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pontia,occidentalis,50,10
08075,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,affinis,50,10
06960,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ratibida,columnifera,50,10
06795,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Euthamia,graminifolia,50,10
05833,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Washingtonia,robusta,50,10
02945,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,fowleri,50,10
08887,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,biflora,50,10
02788,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,platyrhincus,50,10
07769,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,elliptica,50,10
09615,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,lanceolatum,50,10
04759,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,50,10
00929,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pyrausta,bicoloralis,50,10
03498,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,totanus,50,10
02276,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,lonicerae,50,10
04671,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,50,10
05782,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Zamia,integrifolia,50,10
08674,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,coronopus,50,10
03299,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Amazilia,cyanocephala,50,10
03987,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,dauurica,50,10
01031,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Euchaetes,egle,50,10
07267,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Physaria,gordonii,50,10
00376,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Callistethus,marginatus,50,10
04105,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,georgiana,50,10
06011,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,acaule,50,10
05077,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,gilberti,50,10
03983,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,svecica,50,10
07015,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,trilobata,50,10
04609,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,cirratum,50,10
07130,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Anchusa,arvensis,50,10
02846,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,lunare,50,10
05760,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum,commune,50,10
00975,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Arachnis,picta,50,10
01398,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pompeius,verna,50,10
09583,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,californica,50,10
03880,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,galbula,50,10
01072,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lophocampa,maculata,50,10
08536,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,purpurea,50,10
00743,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,floridanus,50,10
07108,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,pinifolia,50,10
02208,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Mimas,tiliae,50,10
08561,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Aphyllon,fasciculatum,50,10
04449,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,aurifrons,50,10
04544,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,cunicularia,50,10
06634,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,frigida,50,10
07881,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sarraceniaceae,Sarracenia,alata,50,10
00922,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Parapoynx,maculalis,50,10
08961,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,thuringiaca,50,10
08932,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Alcea,rosea,50,10
03027,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,catesbeianus,50,10
02893,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sarpa,salpa,50,10
08242,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,fascicularis,50,10
00407,Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Nicrophorus,orbicollis,50,10
09194,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,delphiniifolium,50,10
09368,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Chamaebatia,foliolosa,50,10
07332,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Grayia,spinosa,50,10
05920,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Polygonatum,biflorum,50,10
01775,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Anartia,amathea,50,10
03000,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris,regilla,50,10
04619,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bison,50,10
04607,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Trygonoptera,testacea,50,10
06567,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Raukaua,simplex,50,10
02291,Animalia,Arthropoda,Insecta,Mantodea,Thespidae,Thesprotia,graminis,50,10
01321,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,ferrugata,50,10
08064,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,didymobotrya,50,10
03355,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,melodus,50,10
02912,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,nebulosus,50,10
00222,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Cerambyx,scopolii,50,10
04090,Animalia,Chordata,Aves,Passeriformes,Parulidae,Vermivora,cyanoptera,50,10
05072,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eutropis,multifasciata,50,10
08238,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,curassavica,50,10
08422,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Rhabdothamnus,solandri,50,10
06370,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eleusine,indica,50,10
03047,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,luteiventris,50,10
07145,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Eriodictyon,trichocalyx,50,10
02211,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Paonias,excaecata,50,10
06549,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Aralia,hispida,50,10
06018,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,fuchsii,50,10
08455,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lepechinia,calycina,50,10
01249,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lobocleta,ossularia,50,10
04979,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,basiliscus,50,10
08267,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Catharanthus,roseus,50,10
01151,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Anavitrinella,pampinaria,50,10
07611,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Cevallia,sinuata,50,10
01808,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,acastus,50,10
02861,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,Trachinops,taeniatus,50,10
09954,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Microsorum,pustulatum,50,10
04232,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,caerulescens,50,10
06910,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Onopordum,acanthium,50,10
06046,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Himantoglossum,robertianum,50,10
07649,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,maackii,50,10
04535,Animalia,Chordata,Aves,Psittaciformes,Strigopidae,Nestor,notabilis,50,10
04378,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,thula,50,10
02449,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Chalcolestes,viridis,50,10
09353,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Adenostoma,sparsifolium,50,10
08309,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianopsis,ciliata,50,10
08466,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,pulegium,50,10
04217,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Loxigilla,noctis,50,10
02566,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,illotum,50,10
01525,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Satyrium,behrii,50,10
09245,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,tricorne,50,10
04204,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,atricapilla,50,10
04212,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Cyanerpes,cyaneus,50,10
04701,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Neovison,vison,50,10
00810,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus,adiabatus,50,10
01540,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Zizeeria,knysna,50,10
00395,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Polyphylla,decemlineata,50,10
08216,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,cinerea,50,10
00931,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pyrausta,inornatalis,50,10
03074,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,major,50,10
03972,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,flava,50,10
09965,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Acrostichum,danaeifolium,50,10
03110,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,schlosseri,50,10
08765,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Chrysobalanus,icaco,50,10
07475,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,capillaris,50,10
07041,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tetraneuris,linearifolia,50,10
06481,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,atropurpurea,50,10
00589,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Lygaeus,turcicus,50,10
01906,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Libytheana,carinenta,50,10
06360,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,glomerata,50,10
05379,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Cryptochiton,stelleri,50,10
05029,Animalia,Chordata,Reptilia,Squamata,Leiocephalidae,Leiocephalus,carinatus,50,10
05416,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Platismatia,glauca,50,10
04706,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,50,10
08587,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,tenuiflora,50,10
04737,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,50,10
09429,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,pensylvanica,50,10
00617,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Dolycoris,baccarum,50,10
03642,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,immer,50,10
03558,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle,maxima,50,10
07857,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,punctata,50,10
07340,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Acanthocereus,tetragonus,50,10
04201,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,unicolor,50,10
09286,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Trollius,laxus,50,10
04490,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,grisea,50,10
02078,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,cleopatra,50,10
07338,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Salsola,tragus,50,10
00578,Animalia,Arthropoda,Insecta,Hemiptera,Flatidae,Siphanta,acuta,50,10
03240,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,buccinator,50,10
09107,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,violacea,50,10
07801,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,vitis-idaea,50,10
04088,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,virens,50,10
01859,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euptoieta,claudia,50,10
01208,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epyaxa,rosearia,50,10
03722,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,bidentata,50,10
03905,Animalia,Chordata,Aves,Passeriformes,Icteriidae,Icteria,virens,50,10
04050,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,tolmiei,50,10
01774,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Anaea,andria,50,10
03332,Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,burrovianus,50,10
09338,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,californica,50,10
09199,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,racemosa,50,10
08470,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda,fistulosa,50,10
09714,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,annuum,50,10
01244,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Iridopsis,larvaria,50,10
05147,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,nelsoni,50,10
00016,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,50,10
00217,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Scarites,subterraneus,50,10
07285,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Caricaceae,Carica,papaya,50,10
00793,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Megascolia,maculata,50,10
04783,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,pygerythrus,50,10
04504,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,finschi,50,10
03198,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,50,10
02293,Animalia,Arthropoda,Insecta,Mecoptera,Panorpidae,Panorpa,nuptialis,50,10
05069,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,spilota,50,10
09716,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,inoxia,50,10
03585,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Crotophaga,major,50,10
05944,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Aloe,arborescens,50,10
09948,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,neozelandicum,50,10
01439,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Anthene,emolus,50,10
03220,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,50,10
05226,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,arenaria,50,10
00685,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,fervidus,50,10
09289,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,laevigata,50,10
01065,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lascoria,ambigualis,50,10
05144,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,pseudogeographica,50,10
08078,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Strophostyles,helvola,50,10
09791,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Sequoiadendron,giganteum,50,10
09402,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Oemleria,cerasiformis,50,10
08286,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vincetoxicum,rossicum,50,10
01085,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Mocis,marcida,50,10
08331,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coprosma,rhamnoides,50,10
03676,Animalia,Chordata,Aves,Otidiformes,Otididae,Ardeotis,kori,50,10
04900,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,50,10
00022,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Austracantha,minax,50,10
09664,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Mitella,nuda,50,10
01749,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Peridea,basitriens,50,10
07812,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia,tricolor,50,10
07711,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,patula,50,10
06916,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Packera,obovata,50,10
06871,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lepidospartum,squamatum,50,10
03947,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,curvirostre,50,10
01513,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,argus,50,10
04922,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,holbrooki,50,10
03192,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,bahamensis,50,10
06152,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Clintonia,uniflora,50,10
00159,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,heros,50,10
07655,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,xylosteum,50,10
00489,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,pipiens,50,10
06971,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,flaccidus,50,10
07809,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Eriastrum,eremicum,50,10
00461,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Copestylum,mexicanum,50,10
06789,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,perfoliatum,50,10
07432,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,cordata,50,10
08442,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Glechoma,hederacea,50,10
02189,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Eumorpha,achemon,50,10
05129,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,berus,50,10
06128,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Uvularia,perfoliata,50,10
04685,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,concolor,50,10
05503,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,fragilis,50,10
04123,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,pallida,50,10
05708,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactifluus,volemus,50,10
05683,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Hexagonia,hydnoides,50,10
09999,Plantae,Tracheophyta,Polypodiopsida,Schizaeales,Lygodiaceae,Lygodium,japonicum,50,10
06599,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratina,havanensis,50,10
07779,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,groenlandicum,50,10
00691,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,lapidarius,50,10
03545,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,auriculata,50,10
03527,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,cayennensis,50,10
06124,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Burchardia,umbellata,50,10
03966,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,croceus,50,10
03421,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,livens,50,10
01104,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Parallelia,bistriaris,50,10
09482,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sanguisorba,canadensis,50,10
06878,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Liatris,punctata,50,10
04954,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,deppei,50,10
02413,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,petechialis,50,10
09735,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,dimidiatum,50,10
